ds,y,Open,High,Low,Volume,Chg%
2014-12-06,27014,26740,27050,26640,14160,1.04
2014-12-07,28413,28413,28413,28413,0,-0.1
2014-12-08,28641,28520,28780,28474,12990,0.3
2014-12-09,26909,26958,26995,26801,16070,-0.32
2014-12-11,25794,25798,25940,25735,17110,0.0
2014-12-12,27088,27168,27188,26910,19320,-0.2
2015-01-01,26586,26610,26647,26539,1820,-0.03
2015-01-04,26510,26122,26800,26060,1600,1.72
2015-01-05,26483,26572,26572,26300,2020,-0.41
2015-01-06,26690,26926,27014,26133,4370,-0.66
2015-01-07,26182,26275,26380,26160,1790,-0.45
2015-01-09,26623,26636,26847,26530,2330,0.31
2015-01-10,25782,25780,25863,25680,6120,-0.08
2015-01-12,25018,25189,25250,24975,3710,-0.38
2015-02-01,26700,26585,26740,26285,1990,0.43
2015-02-02,28071,28120,28197,27743,2230,0.57
2015-02-03,26541,26508,26997,26440,5080,0.23
2015-02-04,26548,26601,26697,26460,7800,0.14
2015-02-06,26856,26743,26929,26730,820,0.62
2015-02-07,26024,26164,26246,25985,470,-0.6
2015-02-09,26417,26594,26639,26200,630,-0.77
2015-02-11,26228,26450,26450,26181,3900,-0.48
2015-02-12,24895,25169,25190,24860,240,-0.49
2015-03-02,27687,28071,28079,27600,540,-1.37
2015-03-03,26453,26527,26601,26400,1050,-0.33
2015-03-06,26806,26908,27000,26775,180,-0.19
2015-03-07,26393,26010,26800,26005,270,1.42
2015-03-08,24696,24823,24886,24666,2830,-0.38
2015-03-09,26196,26432,26474,26130,250,-0.84
2015-03-11,25863,26240,26310,25833,1250,-1.39
2015-03-12,25043,24890,25149,24803,40,0.59
2015-04-02,27814,27660,27835,27578,170,0.46
2015-04-03,26539,26500,26600,26401,3300,0.33
2015-04-05,26747,26580,27114,26580,390,1.0
2015-04-06,26564,26840,26869,26454,40,-0.9
2015-04-08,24638,24670,24704,24540,290,-0.23
2015-04-09,26256,26325,26490,26001,250,0.23
2015-04-11,25646,25950,25993,25126,1190,-0.84
2015-04-12,25631,25110,25750,25066,90,2.35
2015-05-01,26847,26800,26911,26650,570,0.55
2015-05-02,27683,27785,27900,27461,110,-0.47
2015-05-03,26473,26510,26599,26418,220,-0.25
2015-05-05,26852,26734,27060,26640,190,0.39
2015-05-06,26439,26599,26613,26371,260,-0.47
2015-05-08,24545,24614,24635,24500,100,-0.38
2015-05-10,26094,26159,26263,25960,1350,1.21
2015-05-11,25791,25661,25917,25661,270,0.57
2015-06-01,27385,27095,27442,27094,26640,2.0
2015-06-02,26968,27498,27598,26912,22240,-2.58
2015-06-03,26058,26485,26530,26025,15680,-1.57
2015-06-04,26941,26625,27038,26625,13580,1.48
2015-06-05,26928,26950,27070,26835,14940,0.28
2015-06-07,26335,26393,26397,26205,11600,-0.22
2015-06-08,24692,24583,24745,24530,10620,0.6
2015-06-10,26512,26300,26621,26272,16740,1.6
2015-06-11,25538,25834,25918,25485,17490,-0.98
2015-07-01,27159,27328,27350,27110,19660,-0.83
2015-07-04,26829,26925,26928,26801,8930,-0.42
2015-07-05,26951,26904,27050,26862,15860,0.09
2015-07-07,26032,26271,26288,25886,19000,-1.15
2015-07-08,24796,24682,24872,24615,19130,0.42
2015-07-09,26506,26595,26620,26465,9330,0.95
2015-07-10,26449,26555,26675,26320,18410,-0.24
2015-07-12,25443,25589,25620,25410,9900,-0.73
2015-08-01,26808,27150,27150,26770,21730,-1.29
2015-08-04,26682,26842,26873,26615,11850,-0.55
2015-08-05,26903,26960,27019,26825,16350,-0.18
2015-08-06,26693,26691,26749,26621,8060,0.96
2015-08-07,26222,26011,26250,25870,17350,0.73
2015-08-09,26436,26500,26567,26391,14030,-0.26
2015-08-10,26351,26400,26499,26240,15300,-0.37
2015-08-12,25424,25406,25515,25275,11440,-0.07
2015-09-01,26806,26751,26877,26680,19710,-0.01
2015-09-02,27119,27011,27172,26996,13600,0.56
2015-09-03,26062,26096,26177,26041,12550,0.02
2015-09-04,26452,26612,26612,26410,12460,-0.86
2015-09-06,26754,26715,26817,26665,11230,0.23
2015-09-07,26071,26130,26250,26050,14660,-0.58
2015-09-09,26069,26450,26486,26010,16520,-1.39
2015-09-10,26515,26311,26595,26263,16340,0.62
2015-09-11,25699,25619,25780,25619,13210,0.63
2015-09-12,25499,25470,25637,25333,15120,0.29
2015-10-02,27016,27180,27180,26984,13530,-0.38
2015-10-03,25960,26050,26100,25825,21180,-0.39
2015-10-04,26703,26482,26750,26452,13550,0.95
2015-10-06,26850,26750,26958,26730,10570,0.36
2015-10-07,26071,26080,26175,26030,12140,0.0
2015-10-08,25026,24800,25096,24774,14670,0.93
2015-10-09,26179,26150,26299,26062,16920,0.42
2015-10-11,25604,25710,25750,25510,11940,-0.37
2015-10-12,25328,25455,25455,25303,10140,-0.67
2015-11-02,26817,27050,27050,26770,16680,-0.74
2015-11-03,25716,25979,25996,25691,17900,-0.94
2015-11-05,26853,26898,26969,26786,14010,-0.19
2015-11-06,26772,26864,26864,26681,9480,-0.29
2015-11-08,25323,25045,25430,25002,20870,1.19
2015-11-09,25981,26190,26209,25918,15490,-0.76
2015-11-11,25490,25523,25548,25477,2700,-0.45
2015-11-12,25581,25300,25610,25162,18050,1.0
2015-12-01,27032,26865,27119,26839,21930,0.84
2015-12-02,26635,26756,26920,26620,15850,-0.68
2015-12-03,25690,25750,25890,25609,21260,-0.1
2015-12-05,27180,26899,27225,26892,17500,1.22
2015-12-06,26773,26770,26860,26725,9190,0.0
2015-12-08,25898,25400,25923,25400,23190,2.27
2015-12-10,26678,26626,26820,26527,16370,0.61
2015-12-11,25341,25480,25555,25223,9560,-0.58
2016-01-01,24943,24976,25071,24900,2120,-0.04
2016-01-02,26973,26755,27049,26645,3570,0.99
2016-01-03,29097,29600,29754,29080,3940,-1.16
2016-01-04,28056,28410,28530,27955,5970,-1.35
2016-01-06,28626,28531,28800,28500,2600,0.06
2016-01-07,31077,31096,31220,31010,4140,0.73
2016-01-08,31011,31000,31118,30950,5270,-0.28
2016-01-09,30710,30757,30822,30611,1250,-0.12
2016-01-11,30329,30073,30385,30062,2260,0.9
2016-01-12,28062,28450,28450,27951,2100,-1.29
2016-02-02,27008,27782,27782,26861,1050,0.13
2016-02-03,29219,29009,29240,28960,1000,0.42
2016-02-05,30213,30177,30342,30120,2920,0.25
2016-02-06,28554,28616,28715,28530,350,-0.25
2016-02-08,31282,31000,31322,30993,1240,0.87
2016-02-09,30900,30800,30971,30610,280,0.62
2016-02-11,30759,30489,30804,30425,870,1.42
2016-02-12,28445,28310,28450,28300,820,1.36
2016-03-02,27285,27134,27325,26976,440,1.03
2016-03-03,29381,29209,29525,29120,990,0.55
2016-03-05,30154,30175,30337,30050,630,-0.2
2016-03-06,29216,28703,29410,28540,330,2.32
2016-03-08,31199,31302,31439,31158,350,-0.27
2016-03-10,30749,30841,31000,30695,1890,-0.21
2016-03-11,30674,30663,30700,30300,330,-0.28
2016-04-01,25423,25234,25505,25030,750,1.92
2016-04-02,27656,27235,27800,27207,110,1.36
2016-04-03,29519,29684,29983,29233,330,0.47
2016-04-04,28086,28096,28187,28032,660,0.11
2016-04-05,29934,30145,30200,29920,170,-0.73
2016-04-07,31396,31390,31484,31267,4730,1.03
2016-04-08,31317,31105,31360,31072,60,0.38
2016-04-10,30068,30705,30872,30030,230,-2.21
2016-04-11,30689,30566,30770,30550,150,0.05
2016-05-01,25430,25360,25486,25360,170,0.03
2016-05-02,27568,27770,28113,26850,190,-0.32
2016-05-04,28562,28224,28699,28190,260,1.69
2016-05-05,29868,29912,30135,29832,110,-0.22
2016-05-07,30841,31306,31570,30500,640,-1.77
2016-05-08,30779,31310,31380,30738,430,-1.72
2016-05-09,31025,31000,31060,30960,2480,0.4
2016-05-10,30004,30215,30350,29925,70,-0.21
2016-05-12,28236,28435,28530,27950,460,-0.73
2016-06-01,25756,25440,25789,25421,24140,1.28
2016-06-04,28571,28700,28749,28510,17370,0.03
2016-06-05,30366,29950,30400,29950,33820,1.67
2016-06-06,29329,29287,29376,29220,12970,0.39
2016-06-07,32018,31948,32350,31948,12410,3.82
2016-06-09,31401,31055,31431,30968,14610,1.21
2016-06-10,29615,29861,29982,29582,14160,-1.3
2016-06-12,27944,28151,28192,27911,8660,-1.03
2016-07-01,26106,25800,26130,25780,25320,1.36
2016-07-03,29597,29875,29960,29556,14020,0.26
2016-07-04,28972,28639,29030,28618,27690,1.4
2016-07-06,29239,29243,29325,29062,13480,-0.31
2016-07-07,31817,32011,32090,31653,23880,-0.63
2016-07-09,31336,31444,31482,31280,12680,-0.21
2016-07-10,29591,29700,29898,29355,19550,-0.08
2016-07-11,30118,30515,30515,30070,13030,-1.86
2016-07-12,28043,27944,28134,27924,9900,0.35
2016-08-01,25989,26035,26095,25785,23700,-0.45
2016-08-02,28367,27496,28429,27496,29380,2.9
2016-08-03,29819,29760,30147,29760,38490,0.75
2016-08-04,29047,29000,29074,28765,22560,0.26
2016-08-06,29491,29275,29572,29275,15920,0.86
2016-08-07,31657,31832,31833,31284,25970,-0.5
2016-08-08,30998,31031,31031,30863,11130,0.71
2016-08-09,31239,31313,31410,31188,12940,-0.31
2016-08-11,29899,30149,30400,29766,19270,-0.73
2016-08-12,27896,28022,28063,27875,8560,-0.52
2016-09-02,28325,28345,28423,28078,24630,-0.15
2016-09-03,29597,29750,29750,29317,34880,-0.74
2016-09-05,29805,30312,30312,29750,29600,-1.85
2016-09-06,29757,29521,29777,29452,18020,0.9
2016-09-08,31133,30942,31165,30891,12600,0.44
2016-09-09,31261,31256,31335,31166,11470,0.07
2016-09-11,29961,30191,31407,29900,42740,0.21
2016-09-12,27701,27845,27885,27671,8950,-0.7
2016-10-02,28211,28238,28250,27935,20530,-0.4
2016-10-03,29928,29500,29950,29088,52190,1.12
2016-10-05,29785,29851,29862,29622,19510,-0.07
2016-10-06,29851,29760,29900,29624,15500,0.32
2016-10-08,31219,31180,31385,31120,14450,0.28
2016-10-10,29662,29700,29900,29634,10710,0.24
2016-10-11,29986,30000,30243,29868,15670,0.08
2016-11-01,25877,26075,26110,25831,19910,-0.43
2016-11-02,29706,28250,30000,28250,46400,5.3
2016-11-03,29504,29905,29920,29470,36900,-1.42
2016-11-04,29254,29099,29315,29063,21300,0.71
2016-11-05,29933,29825,30072,29825,23180,0.5
2016-11-07,31524,31750,31888,31482,15150,-0.42
2016-11-08,31171,31160,31316,31082,14960,-0.15
2016-11-10,29712,29611,29776,29611,3930,0.17
2016-11-11,29461,29881,30022,29333,17730,-1.75
2016-12-01,25689,25876,25966,25630,20160,-0.73
2016-12-02,29287,29517,29722,29251,24730,-1.41
2016-12-04,29250,29190,29395,29152,21900,-0.01
2016-12-05,29904,29933,30085,29765,25800,-0.1
2016-12-07,31001,31561,31577,30951,22100,-1.66
2016-12-08,31080,31100,31400,30990,19750,-0.29
2016-12-09,31087,31332,31332,31041,14030,-0.56
2016-12-10,29662,29680,29742,29579,4850,-0.17
2016-12-12,27843,27670,27927,27551,8950,0.51
2017-01-02,28981,29155,29463,28811,4270,-0.65
2017-01-03,29529,29455,29595,29118,2230,-0.21
2017-01-05,28654,28834,28868,28600,1640,-0.76
2017-01-06,28749,28877,28877,28712,1770,-0.54
2017-01-08,28514,28623,28623,28447,2230,-0.26
2017-01-09,29788,29687,29941,29671,1150,0.11
2017-01-11,29120,29048,29260,28991,2160,0.28
2017-01-12,29217,29045,29344,29038,2160,0.78
2017-02-01,27828,27673,27860,27670,1430,0.46
2017-02-02,29064,29150,29175,28950,380,0.29
2017-02-03,29204,29499,29500,29161,430,-1.1
2017-02-05,28571,28664,28680,28530,490,-0.29
2017-02-06,28949,28685,29011,28680,310,0.7
2017-02-08,28486,28451,28586,28373,580,-0.1
2017-02-11,29242,29301,29318,29168,340,0.42
2017-03-01,28102,27860,28134,27770,960,0.98
2017-03-02,29166,29030,29494,28900,240,0.35
2017-03-03,29442,29300,30079,29051,210,0.81
2017-03-04,28720,28607,28790,28580,1450,0.38
2017-03-05,28571,28630,28640,28459,90,0.0
2017-03-07,27952,28300,28300,27925,3240,-1.21
2017-03-08,28447,28400,28500,28299,480,-0.14
2017-03-10,29400,29420,29456,29352,1530,-0.5
2017-03-11,29191,29230,29456,29002,50,-0.17
2017-04-01,28085,28080,28158,27987,720,-0.06
2017-04-04,28960,28975,29064,28878,90,0.84
2017-04-05,28060,28400,28482,28025,80,-1.79
2017-04-07,28043,27956,28169,27956,1260,0.33
2017-04-08,28373,28525,28585,28355,70,-0.26
2017-04-09,30174,30187,30250,29800,270,1.3
2017-04-10,29331,29479,29513,29258,230,-0.23
2017-04-12,29059,29021,29200,28970,90,-0.54
2017-05-01,28890,28269,28925,28183,230,2.87
2017-05-04,28617,28803,29019,28535,330,-1.18
2017-05-05,28184,28136,28382,28135,60,0.44
2017-05-06,29111,29045,29180,29045,710,0.56
2017-05-07,28051,28120,28155,27845,900,0.03
2017-05-09,30226,30389,30421,30010,190,0.17
2017-05-10,29412,29469,29469,29361,60,0.28
2017-05-12,28893,29095,29170,28865,50,-0.57
2017-06-01,27960,28001,28099,27870,12120,-3.22
2017-06-02,29202,28965,29224,28965,10160,0.12
2017-06-03,28979,29100,29218,28960,10370,-1.57
2017-06-04,28697,28878,28991,28675,8810,0.28
2017-06-06,29481,29220,29499,29216,11140,1.27
2017-06-07,28143,28200,28237,28111,10570,0.33
2017-06-09,30088,30200,30298,30055,12400,-0.46
2017-06-10,29510,29325,29540,29274,11300,0.33
2017-06-11,29363,29130,29388,29130,7660,0.59
2017-06-12,28972,28950,29039,28922,6380,0.27
2017-07-02,29348,29250,29370,29215,11600,0.5
2017-07-03,28791,28969,28979,28765,10090,-0.65
2017-07-04,28650,28750,28989,28607,13730,-0.16
2017-07-06,29376,29439,29485,29310,9820,-0.36
2017-07-07,27812,28101,28140,27754,16370,-1.18
2017-07-08,28419,28332,28437,28320,3950,0.16
2017-07-09,30287,30050,30348,30010,14460,0.66
2017-07-11,29457,29349,29490,29333,8210,0.32
2017-07-12,28670,28932,28932,28653,7380,-1.04
2017-08-02,29371,29325,29445,29258,10850,0.08
2017-08-03,28660,28799,28806,28622,9370,-0.46
2017-08-05,28119,28145,28255,28097,7850,-0.23
2017-08-06,29049,29319,29345,28951,12950,-1.11
2017-08-08,28357,28416,28497,28283,7400,-0.22
2017-08-09,30271,30350,30470,30221,13380,-0.05
2017-08-11,29562,29451,29600,29438,7900,0.36
2017-08-12,28588,28650,28650,28500,8420,-0.29
2017-09-01,28124,28080,28150,27903,9480,0.59
2017-09-02,29115,29349,29419,29080,12950,-0.87
2017-09-03,28491,28610,28639,28440,10850,-0.59
2017-09-05,27981,28125,28192,27947,10100,-0.49
2017-09-06,28938,29001,29009,28836,8980,-0.38
2017-09-08,28800,28415,28821,28415,11580,1.56
2017-09-10,29670,29540,29718,29540,6170,0.54
2017-09-11,29670,29530,29689,29466,9360,0.37
2017-10-01,28210,28132,28326,28083,11750,0.31
2017-10-02,29195,29050,29222,28875,11840,0.27
2017-10-03,28417,28420,28523,28305,11570,-0.26
2017-10-04,28699,28651,28765,28560,7970,0.17
2017-10-05,28007,28060,28146,27981,9280,0.09
2017-10-07,27840,27835,27887,27620,13130,0.1
2017-10-08,29130,28845,29173,28845,12400,1.15
2017-10-10,29768,29700,29798,29700,6980,0.33
2017-10-11,29508,29640,29700,29468,9680,-0.55
2017-11-01,28353,28234,28399,28155,13180,0.51
2017-11-04,29149,28750,29183,28725,13440,1.57
2017-11-05,28022,27995,28100,27945,9720,0.05
2017-11-07,27871,27805,27929,27702,11020,0.11
2017-11-08,29158,29147,29300,29032,11320,0.1
2017-11-09,29942,30187,30187,29888,12580,-1.09
2017-11-10,29659,29717,29770,29638,5430,-0.37
2017-11-12,28429,28550,28573,28412,5920,-0.56
2017-12-01,28463,28398,28565,28392,12930,0.39
2017-12-04,29189,29150,29265,29132,9960,0.14
2017-12-05,28019,28088,28195,27985,9480,-0.01
2017-12-06,28917,28905,28971,28851,7770,-0.07
2017-12-07,27889,27919,28033,27840,10470,0.06
2017-12-09,29953,29910,29977,29830,9390,0.04
2017-12-10,29756,29725,29840,29692,6880,0.33
2017-12-12,28318,28432,28475,28271,7580,-0.39
2018-01-01,29324,29332,29385,29275,1580,-0.16
2018-01-02,30512,30125,30550,30050,1810,1.49
2018-01-03,30181,30307,30372,30111,1470,-0.8
2018-01-05,30874,30855,30917,30735,860,-0.24
2018-01-06,30568,30796,30839,30458,2070,-1.02
2018-01-08,29462,29591,29670,29441,2140,-0.59
2018-01-10,30614,30399,30660,30376,2220,0.44
2018-01-11,31783,31671,31818,31619,1580,0.48
2018-02-01,29392,29332,29463,29332,1700,0.23
2018-02-02,30399,30780,30817,30200,660,-0.37
2018-02-03,30473,30445,30575,30400,150,0.97
2018-02-04,30961,30580,31080,30510,1380,1.76
2018-02-05,30926,31020,31350,30860,500,0.17
2018-02-07,30153,30380,30412,30000,2260,-0.69
2018-02-08,29520,29532,29638,29477,920,0.2
2018-02-11,31737,31737,31999,31530,540,-0.14
2018-03-01,29481,29385,29492,29385,190,0.3
2018-03-04,30625,30893,30893,30552,330,-1.09
2018-03-05,31003,30925,31146,30861,210,0.25
2018-03-07,30469,30185,30600,30100,190,1.05
2018-03-08,29800,29520,29900,29425,110,0.95
2018-03-09,30327,30075,30448,30062,1440,0.7
2018-03-10,31025,30890,31168,30889,190,1.34
2018-03-12,30787,30322,30850,30257,1600,1.99
2018-04-01,29472,29365,29475,29276,200,-0.03
2018-04-04,30886,30660,30972,30600,70,0.85
2018-04-05,31068,30907,31154,30907,130,0.21
2018-04-06,30708,30650,30812,30580,340,0.46
2018-04-07,30510,30463,30550,30463,40,0.13
2018-04-09,30221,30238,30300,30154,170,-0.35
2018-04-10,31136,31072,31164,31015,40,0.36
2018-04-12,30964,30874,31085,30874,80,0.57
2018-05-01,29465,29500,29550,29440,190,-0.02
2018-05-02,30286,30385,30498,30008,190,-0.37
2018-05-03,30429,30400,30535,30310,180,-0.14
2018-05-04,30505,31500,31500,30450,60,-1.23
2018-05-06,30699,30673,30935,30656,80,-0.03
2018-05-07,30541,30600,30640,30495,20,0.1
2018-05-09,30310,30257,30494,30250,50,0.29
2018-05-10,31233,31101,31288,30985,70,0.31
2018-05-11,31783,31785,31898,31630,180,0.14
2018-05-12,30926,30830,30970,30825,40,-0.12
2018-06-02,30182,30320,30650,30160,12070,-0.34
2018-06-03,30568,30400,30669,30365,10810,0.46
2018-06-04,30605,30571,30650,30413,13420,0.33
2018-06-06,30755,30876,30913,30720,6330,0.18
2018-06-07,30582,30650,30740,30570,4840,0.13
2018-06-08,29563,29656,29656,29538,4019,-0.8
2018-06-09,30565,30366,30693,30366,14800,0.84
2018-06-11,31657,31718,31869,31641,9160,-0.4
2018-06-12,31005,31039,31196,30974,10550,0.26
2018-07-02,29976,30219,30259,29950,8730,-0.68
2018-07-03,30461,30620,30639,30404,10100,-0.35
2018-07-05,31247,31125,31300,31125,6160,0.58
2018-07-06,31055,30820,31075,30789,8210,0.98
2018-07-08,29534,29604,29668,29520,5980,-0.1
2018-07-09,30509,30643,30643,30405,9440,-0.18
2018-07-11,31602,31660,31678,31530,1800,-0.17
2018-07-12,31440,31011,31480,30941,11240,1.4
2018-08-01,29270,29235,29290,29176,5900,-0.66
2018-08-02,30103,29905,30147,29783,11100,0.42
2018-08-03,30436,30491,30533,30390,7750,-0.08
2018-08-05,31200,31220,31238,31075,8690,-0.15
2018-08-06,31076,31011,31196,30950,8180,0.07
2018-08-08,29544,29560,29630,29500,6450,0.03
2018-08-10,31096,31369,31389,31083,9960,-0.44
2018-08-11,31408,31551,31551,31234,6110,-0.61
2018-09-01,29173,29265,29278,29153,5420,-0.33
2018-09-02,29999,30060,30110,29889,9200,-0.35
2018-09-03,30408,30413,30474,30290,10960,-0.09
2018-09-04,30675,30600,30693,30556,7600,0.23
2018-09-05,31303,31219,31364,31156,9930,0.33
2018-09-07,30638,30613,30788,30613,7260,0.18
2018-09-08,29605,29565,29665,29529,5580,0.21
2018-09-10,31161,31200,31275,31115,7310,0.21
2018-09-11,31023,31302,31383,30965,10710,-1.23
2018-10-01,29343,29155,29444,29123,10830,0.58
2018-10-04,30798,30613,30819,30585,8760,0.4
2018-10-05,31352,31338,31470,31231,10730,0.16
2018-10-07,30551,30663,30679,30436,7520,-0.28
2018-10-08,29706,29625,29744,29540,7310,0.34
2018-10-09,30725,30549,30748,30526,11420,0.71
2018-10-10,31247,31235,31265,31151,6580,0.28
2018-10-12,31895,31459,31966,31420,14090,1.45
2018-11-01,29404,29338,29420,29315,5810,0.21
2018-11-04,31244,30820,31422,30820,18120,1.45
2018-11-05,31500,31340,31545,31340,8840,0.47
2018-11-06,31035,31070,31083,30920,7520,-0.13
2018-11-07,30344,30502,30545,30325,6020,-0.68
2018-11-09,30732,30660,30744,30559,11400,0.02
2018-11-10,31793,31300,31815,31250,17380,1.75
2018-11-12,31812,31850,31850,31618,10530,-0.26
2018-12-01,29553,29425,29590,29425,9230,0.51
2018-12-02,30133,30102,30175,30017,6400,0.45
2018-12-03,30340,30380,30432,30284,7370,-0.22
2018-12-04,30897,31176,31217,30857,13210,-1.11
2018-12-06,30952,31001,31001,30873,6950,-0.27
2018-12-07,30175,30315,30315,30161,7750,-0.56
2018-12-09,30664,30682,30779,30443,15880,-0.22
2018-12-10,31670,31699,31720,31574,10610,-0.39
2018-12-11,31014,31106,31178,30975,7770,-0.03
2018-12-12,31626,31749,31749,31582,7570,-0.58
2019-01-01,31560,31550,31651,31410,680,0.23
2019-01-02,33405,33119,33500,32997,3120,0.92
2019-01-03,32533,32857,32953,31915,1560,-1.12
2019-01-04,31570,31588,31730,31542,4520,-0.42
2019-01-05,31563,31604,31657,31503,1550,-0.2
2019-01-07,33348,33777,33777,33210,3840,-1.76
2019-01-08,35134,34520,35500,34430,2710,1.21
2019-01-10,37377,36979,37507,36750,3670,1.37
2019-01-11,38652,38759,38800,38518,720,-0.49
2019-02-01,31934,31530,32500,31510,400,1.19
2019-02-04,31535,31550,31590,31359,390,-0.11
2019-02-05,31203,31420,31425,31160,480,-1.14
2019-02-07,33779,33530,33804,33507,350,1.29
2019-02-08,35705,35200,35840,35100,820,1.63
2019-02-09,38708,38520,38800,38400,2320,1.07
2019-02-12,37915,38240,38240,37715,890,-0.12
2019-03-01,31939,32000,32045,31836,170,0.02
2019-03-04,31450,31499,31607,31318,170,-0.27
2019-03-05,31341,31250,31500,31163,80,0.44
2019-03-06,32405,32147,32499,32113,1290,0.85
2019-03-07,34077,33801,34750,33801,190,0.88
2019-03-09,39314,38852,39431,38634,1200,1.57
2019-03-10,38012,37583,38215,37583,380,1.7
2019-03-12,38267,37874,38400,37840,150,0.93
2019-04-01,31679,32686,32686,31460,60,-0.81
2019-04-02,33455,34247,34400,33285,420,0.15
2019-04-03,32505,32394,32601,32315,150,-0.09
2019-04-04,31503,31499,31549,31350,70,0.17
2019-04-06,32465,32500,32800,32300,120,0.19
2019-04-07,34023,34199,34300,33911,180,-0.16
2019-04-09,39337,39337,39490,38981,1850,0.06
2019-04-10,38002,37948,38215,37879,150,-0.03
2019-04-11,38734,39500,39500,38645,180,0.21
2019-04-12,38188,38563,38563,38081,50,-0.21
2019-05-02,33381,33549,33549,33250,130,-0.22
2019-05-03,32015,33435,33440,32000,240,-1.51
2019-05-04,31566,31535,31620,31400,60,0.2
2019-05-06,32607,32540,32866,32540,11500,0.44
2019-05-07,34370,34395,35037,33900,40,1.02
2019-05-08,36711,36412,36775,36240,290,2.82
2019-05-09,38504,39198,39370,38353,630,-2.12
2019-05-11,38458,38839,39049,38300,170,-0.71
2019-05-12,38095,38245,38245,37800,30,-0.24
2019-06-02,33222,33199,33378,33175,7270,-0.48
2019-06-03,31954,32136,32300,31885,16710,-0.19
2019-06-05,31578,31495,31659,31495,12070,0.76
2019-06-06,32734,32631,32760,32631,10040,0.39
2019-06-08,37182,37003,37207,36621,27320,1.28
